id;cca2;continents;currencies;flag;languages;population;capital;bbox
c389e87a-82db-4760-a314-1d32121fde46;MH;Oceania;United States dollar;🇲🇭;English,Marshallese;42418;Majuro;166.844726563,5.7998046875,171.756835937,11.1686523438
652efa96-258f-45a8-a684-c0f144dd1064;PL;Europe;Polish złoty;🇵🇱;Polish;37392000;Warsaw;14.1286132813,49.0207519531,24.1057617188,54.8381835937
ea470bce-65df-4817-8a9e-4752f84c977d;ZA;Africa;South African rand;🇿🇦;Afrikaans,English,Southern Ndebele,Northern Sotho,Southern Sotho,Swazi,Tswana,Tsonga,Venda,Xhosa,Zulu;63100945;Pretoria,Bloemfontein,Cape Town;16.4475585938,-46.962890625,37.8876953125,-22.1462890625
c4487f86-1e33-4f9d-9095-ab99c6b14020;WS;Oceania;Samoan tālā;🇼🇸;English,Samoan;205557;Apia;-172.778515625,-14.047265625,-171.449560547,-13.465234375
ac932e2a-201d-4f3a-8635-7eb0f4d9f31e;NL;Europe;euro;🇳🇱;Dutch;18100436;Amsterdam;3.133,50.75,7.217,53.683
3161337c-a9c9-4bf1-91f5-e61e93dbdaf8;ME;Europe;euro;🇲🇪;Montenegrin;623327;Podgorica;18.436328125,41.8690917969,20.34765625,43.5423339844
7e941ce0-1b1a-4e8b-bc8b-8b5578adfa2f;BT;Asia;Bhutanese ngultrum,Indian rupee;🇧🇹;Dzongkha;784043;Thimphu;88.7387695312,26.7015625,92.0833984375,28.3111816406
165b7781-ab70-40bb-8095-94d3585196d3;MT;Europe;euro;🇲🇹;English,Maltese;574250;Valletta;14.1803710938,35.8202148437,14.5662109375,36.07578125
0485704e-0db7-4cd9-a876-b9e72f7bfe14;VU;Oceania;Vanuatu vatu;🇻🇺;Bislama,English,French;321409;Port Vila;166.526074219,-20.241796875,169.896289063,-13.7094726563
503d03d4-6d99-4117-b502-2f62aed0fbdc;TZ;Africa;Tanzanian shilling;🇹🇿;English,Swahili;68153004;Dodoma;29.3234375,-11.7162109375,40.4635742188,-0.994921875
1979d802-0639-4e0a-99a2-f928ddb1f800;NZ;Oceania;New Zealand dollar;🇳🇿;English,Māori,New Zealand Sign Language;5324700;Wellington;165.889160,-52.570313,183.877441,-34.429102
e811bb11-87aa-49bf-844f-7e8201c08ab3;PW;Oceania;United States dollar;🇵🇼;English,Palauan;16733;Ngerulmud;131.134960938,3.021875,134.659570313,7.712109375
ab4e23bb-5c1e-4105-a194-32df154c0c84;PA;North America;Panamanian balboa,United States dollar;🇵🇦;Spanish;4064780;Panama City;-83.02734375,7.22006835938,-77.1959960937,9.5978515625
03664b27-3113-4077-a54e-b1ee81b7fe4f;TV;Oceania;Australian dollar,Tuvaluan dollar;🇹🇻;English,Tuvaluan;10643;Funafuti;176.7,-12.7,180.0,-5.4
f86a1320-9ccf-4dc9-a571-28aa6f75edee;FJ;Oceania;Fijian dollar;🇫🇯;English,Fijian,Fiji Hindi;900869;Suva;174.587207,-21.705859,181.748877,-12.476953
62b1bb41-cc95-4091-bde9-523d2b351c8a;NI;North America;Nicaraguan córdoba;🇳🇮;Spanish;6803886;Managua;-87.6701660156,10.7353515625,-83.1575195312,15.0080566406
67bcef34-5b41-4b11-9c3a-a542d43e65b7;KG;Asia;Kyrgyzstani som;🇰🇬;Kyrgyz,Russian;7281800;Bishkek;69.2291015625,39.2075195312,80.2461914063,43.2403808594
5bb15c48-fcad-497f-92ef-99cedb5dbdc4;LV;Europe;euro;🇱🇻;Latvian;1829000;Riga;21.0149414063,55.6675292969,28.2020507813,58.0634277344
a709bb49-5380-468f-83b3-bffd4fe2e2d6;GE;Asia;lari;🇬🇪;Georgian;4000921;Tbilisi;39.9783203125,41.0702148437,46.6725585938,43.5697753906
2eb3e299-3d3c-4602-b80f-3dd1459fdf8e;LU;Europe;euro;🇱🇺;German,French,Luxembourgish;681973;Luxembourg;5.725,49.4454589844,6.49375,50.1671875
aba473ef-d455-474e-95ce-96f4a5329127;AT;Europe;euro;🇦🇹;German;9200931;Vienna;9.5240234375,46.3997070312,17.1473632813,49.0011230469
f2121e38-a532-4dbc-a200-619d092ea2c9;MK;Europe;denar;🇲🇰;Macedonian;1822612;Skopje;20.4486328125,40.8499023437,23.0056640625,42.3581542969
9eb3a90a-4c58-4bb3-92b2-9831233cef27;SB;Oceania;Solomon Islands dollar;🇸🇧;English;750325;Honiara;155.677539063,-11.8322265625,166.929199219,-6.60888671875
5281c2b7-bc3d-48c5-b875-5c2986130b08;AG;North America;Eastern Caribbean dollar;🇦🇬;English;103603;Saint John's;-61.887109375,16.9971679687,-61.6860351562,17.7140625
d910abd9-d8d5-48bf-b345-429d3282e8f9;IQ;Asia;Iraqi dinar;🇮🇶;Arabic,Aramaic,Sorani;46118793;Baghdad;38.7735351563,29.063671875,48.546484375,37.371875
6227a131-d3b0-4448-a18e-c2da579ce6e9;MD;Europe;Moldovan leu;🇲🇩;Romanian;2749076;Chișinău;26.6189453125,45.4504394531,30.1310546875,48.477734375
324be793-68f7-4bc1-9997-9960b5dc4cdb;CG;Africa;Central African CFA franc;🇨🇬;French,Kikongo,Lingala;6142180;Brazzaville;11.1301757813,-5.004296875,18.6221679688,3.6873046875
a685a971-74cb-4777-87f3-bb3a09ca9602;LT;Europe;euro;🇱🇹;Lithuanian;2894886;Vilnius;20.8998046875,53.89296875,26.7756835938,56.4111816406
476236d2-b884-4496-a287-40d677a2bdb4;NE;Africa;West African CFA franc;🇳🇪;French;26312034;Niamey;0.1638671875,11.6962890625,15.9631835938,23.5178710938
676fa8b9-ff05-4a44-9090-98365c3d689f;GY;South America;Guyanese dollar;🇬🇾;English;772975;Georgetown;-61.3908203125,1.20122070312,-56.4828125,8.54931640625
bf8c5530-ffd7-4f8e-8d3f-5bc9cba593f5;GA;Africa;Central African CFA franc;🇬🇦;French;2469296;Libreville;8.703125,-3.91630859375,14.4805664063,2.30219726562
8cb2fcbc-9723-4a92-8fd9-06f332cce5f4;AO;Africa;Angolan kwanza;🇦🇴;Portuguese;36170961;Luanda;11.7430664063,-18.0197265625,24.0466796875,-4.42890625
e4f855a6-33ce-459b-b333-2ec95ae79783;NO;Europe;Norwegian krone;🇳🇴;Norwegian Nynorsk,Norwegian Bokmål,Sami;5606944;Oslo;-9.09887695312,58.0209472656,30.9606445313,71.1776855469
47f025a9-da1e-4993-bfdb-21ce64cfad33;MV;Asia;Maldivian rufiyaa;🇲🇻;Maldivian;515132;Malé;73.38203125,3.22939453125,73.5283203125,4.24765625
dfaca84b-a639-44ea-9221-931dc4c0617e;BE;Europe;euro;🇧🇪;German,French,Dutch;11825551;Brussels;2.52490234375,49.5108886719,6.364453125,51.4911132813
3596e952-d9b0-480e-9bd6-42f2d4545751;HR;Europe;euro;🇭🇷;Croatian;3866233;Zagreb;13.5171875,42.4329101562,19.4009765625,46.5346191406
4e083ce5-87eb-4f3b-9c0c-5e235492b504;BZ;North America;Belize dollar;🇧🇿;Belizean Creole,English,Spanish;417634;Belmopan;-89.2375,15.888671875,-87.7886230469,18.4823242188
f12dcc23-095a-4da7-b373-bfcd38de7395;KN;North America;Eastern Caribbean dollar;🇰🇳;English;51320;Basseterre;-62.8404785156,17.1005859375,-62.5322265625,17.4025878906
c1d20d84-07fe-49b4-9264-40db0b249a20;SG;Asia;Singapore dollar;🇸🇬;English,Chinese,Malay,Tamil;6110200;Singapore;103.650195312,1.26538085938,103.996386719,1.4470703125
1906ffaf-f93b-48c2-a0c1-212bb4f1b9bd;LS;Africa;Lesotho loti,South African rand;🇱🇸;English,Sotho;2116427;Maseru;27.0517578125,-30.6422851563,29.3907226563,-28.5817382813
36234dda-68ea-428d-8066-c698b1b89fc3;UY;South America;Uruguayan peso;🇺🇾;Spanish;3499451;Montevideo;-58.4381347656,-34.9328125,-53.1255859375,-30.1010742188
cc84cead-ebe3-4723-aacb-3658b14d0615;BF;Africa;West African CFA franc;🇧🇫;French;24070553;Ouagadougou;-5.52353515625,9.42470703125,2.38916015625,15.0778808594
2606fecc-00dd-490b-a737-9065ccb97859;IN;Asia;Indian rupee;🇮🇳;English,Hindi,Tamil;1417492000;New Delhi;68.1650390625,6.74868164062,97.3435546875,35.4958984375
60e67471-5ba1-4ff5-89d9-fd2a53db2810;PH;Asia;Philippine peso;🇵🇭;English,Filipino;114123600;Manila;116.96953125,5.06020507812,126.593359375,20.8412597656
ad5b6e9e-bedd-4063-9155-6bfc3ebdd798;CF;Africa;Central African CFA franc;🇨🇫;French,Sango;6470307;Bangui;14.4311523438,2.27006835937,27.4033203125,10.9962402344
6f28dec2-5b21-45b8-8356-6af2b5430c18;SD;Africa;Sudanese pound;🇸🇩;Arabic,English;51662000;Khartoum;21.8252929688,8.665625,38.6094726563,22.2024414063
7831e178-8062-499e-a47b-88e3e1d71441;GW;Africa;West African CFA franc;🇬🇼;Portuguese,Upper Guinea Creole;1781308;Bissau;-16.7118164062,10.9401367188,-13.6735351562,12.6799316406
c2f8a613-92ed-4e05-acb8-2586b31cdea7;PG;Oceania;Papua New Guinean kina;🇵🇬;English,Hiri Motu,Tok Pisin;11781559;Port Moresby;140.862304687,-11.6305664062,155.957617188,-1.35322265625
